dataset,min value,max value,mean values,stdev,gap,mean time
instance_0001,15.0,15.0,15.0,0.0,0.0,1.7577218548666669
instance_0002,2.0,2.0,2.0,0.0,0.0,0.43316003920000035
instance_0003,8.625,12.0,10.5372113997114,0.9765879510842299,12.189905002405007,1.9729646633333364
instance_0004,2.2222222222222223,2.857142857142857,2.6332963115316055,0.1848654414874847,24.762962527668414,1.2318387099333337
instance_0005,157.0,161.27777777777777,158.95923594944762,1.2036619039018022,10.636813610609613,22.75215413213333
instance_0006,642.0,691.0,668.8666666666667,21.335955298644286,3.20308731307284,64.04363821976665
instance_0007,361.5,392.25,386.84166666666664,7.482301915455095,1.3787975355853053,49.720356123933335
instance_0008,157.77777777777777,162.94117647058823,161.02561274509804,2.0055432667090174,1.1749031882299947,17.867775352266623
instance_0009,2.877551020408163,3.675,3.2753688030592842,0.23231523652908787,25.89663341494832,4.348671619233361
instance_0010,14.931034482758621,15.8,15.422247330983826,0.2019063043478128,9.864130152052448,17.298962649700083
instance_0011,13.19083969465649,13.864661654135338,13.602548661429363,0.15931254279750162,19.272708240775298,14.235867219766593
instance_0012,4.170731707317073,5.653846153846154,4.799179441092364,0.38325360539226133,57.3406271902901,5.109871621066607
instance_0013,82.06896551724138,95.45,87.65672131456418,3.3982140298671966,25.322268431960996,55.10265464166681
instance_0014,122.9375,135.04347826086956,128.79717794141402,3.5858675476144213,29.092062353328547,106.49737986303334
instance_0015,82.56521739130434,93.66666666666667,87.17424603799738,2.8448007956119916,41.623085757719565,48.02546810623323
instance_0016,82.0,85.0,84.81666666666666,0.7007795331079444,0.21568627450980837,5.66265128616645
instance_0017,36.5,36.5,36.5,0.0,0.0,2.7063844244996895
instance_0018,115.4,117.2,117.14,0.3286335345030991,0.0511945392491487,13.240988101466732
instance_0019,179.0,202.0,200.46666666666667,5.835287029156636,0.7590759075907582,11.454776459800087
instance_0020,5.0,5.0,5.0,0.0,0.0,0.09942291863317224
